GeneID	GeneName	GeneDescription	Transcript#	Strand	Chromosome	Start	End	ExonLength	Source	IsConfounded
RBM39_20_-_1	RBM39	RNA binding motif protein 39	7	-	20	35703609	35742336	3019	hg38_refGene	False
PHF20_20_+_1	PHF20	PHD finger protein 20	1	+	20	35772001	35950366	5889	hg38_refGene	False
SCAND1_20_-_1	SCAND1	SCAN domain containing 1	2	-	20	35953617	35955359	1510	hg38_refGene	False
CNBD2_20_+_1	CNBD2	cyclic nucleotide binding domain containing 2	4	+	20	35968581	36030700	4142	hg38_refGene	False
LINC00657_20_-_1	LINC00657	long intergenic non-protein coding RNA 657	1	-	20	36045618	36050960	5343	hg38_refGene	False
EPB41L1_20_+_1	EPB41L1	erythrocyte membrane protein band 4.1-like 1	5	+	20	36091504	36232799	6756	hg38_refGene	False
AAR2_20_+_1	AAR2	AAR2 splicing factor homolog (S. cerevisiae)	2	+	20	36236417	36256941	2765	hg38_refGene	False
DLGAP4_20_+_1	DLGAP4	discs, large (Drosophila) homolog-associated protein 4	3	+	20	36306323	36528637	6071	hg38_refGene	True
DLGAP4-AS1_20_-_1	DLGAP4-AS1		1	-	20	36507702	36573275	1207	hg38_refGene	True
MYL9_20_+_1	MYL9	myosin, light chain 9, regulatory	2	+	20	36541484	36549823	1197	hg38_refGene	True
TGIF2_20_+_1	TGIF2	TGFB-induced factor homeobox 2	4	+	20	36573473	36593952	3624	hg38_refGene	True
TGIF2-C20orf24_20_+_1	TGIF2-C20orf24	TGIF2-C20orf24 readthrough	1	+	20	36574554	36612557	1090	hg38_refGene	True
C20orf24_20_+_1	C20orf24	chromosome 20 open reading frame 24	4	+	20	36605734	36612557	1253	hg38_refGene	True
SLA2_20_-_1	SLA2	Src-like-adaptor 2	2	-	20	36612521	36646216	2554	hg38_refGene	True
NDRG3_20_-_1	NDRG3	NDRG family member 3	3	-	20	36651766	36746138	3024	hg38_refGene	False
DSN1_20_-_1	DSN1	DSN1, MIS12 kinetochore complex component	5	-	20	36751791	36773827	2517	hg38_refGene	False
SOGA1_20_-_1	SOGA1	suppressor of glucose, autophagy associated 1	2	-	20	36777442	36863684	8726	hg38_refGene	False
TLDC2_20_+_1	TLDC2	TBC/LysM-associated domain containing 2	2	+	20	36876121	36894231	2089	hg38_refGene	True
SAMHD1_20_-_1	SAMHD1	SAM domain and HD domain 1	1	-	20	36891824	36951843	3189	hg38_refGene	True
RBL1_20_-_1	RBL1	retinoblastoma-like 1	2	-	20	36996351	37096000	5815	hg38_refGene	False
MROH8_20_-_1	MROH8	maestro heat-like repeat family member 8	3	-	20	37101226	37179588	3665	hg38_refGene	True
RPN2_20_+_1	RPN2	ribophorin II	2	+	20	37179053	37241622	2555	hg38_refGene	True
GHRH_20_-_1	GHRH	growth hormone releasing hormone	2	-	20	37251086	37256896	461	hg38_refGene	False
MANBAL_20_+_1	MANBAL	mannosidase, beta A, lysosomal-like	2	+	20	37289648	37317260	1315	hg38_refGene	False
SRC_20_+_1	SRC	v-src avian sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog	2	+	20	37344685	37405432	4241	hg38_refGene	False
BLCAP_20_-_1	BLCAP	bladder cancer associated protein	5	-	20	37517417	37527931	2540	hg38_refGene	True
NNAT_20_+_1	NNAT	neuronatin	2	+	20	37521205	37523688	1302	hg38_refGene	True
LINC00489_20_-_1	LINC00489	long intergenic non-protein coding RNA 489	1	-	20	37619298	37623119	543	hg38_refGene	False
LOC100287792_20_+_1	LOC100287792		1	+	20	37676910	37683234	2112	hg38_refGene	False
CTNNBL1_20_+_1	CTNNBL1	catenin, beta like 1	2	+	20	37693955	37872129	2077	hg38_refGene	False
VSTM2L_20_+_1	VSTM2L	V-set and transmembrane domain containing 2 like	1	+	20	37903097	37945345	1961	hg38_refGene	False
TTI1_20_-_1	TTI1	TELO2 interacting protein 1	2	-	20	37983007	38033468	3965	hg38_refGene	False
RPRD1B_20_+_1	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B	1	+	20	38033546	38092364	3872	hg38_refGene	False
TGM2_20_-_1	TGM2	transglutaminase 2	2	-	20	38128461	38165298	4086	hg38_refGene	False
KIAA1755_20_-_1	KIAA1755		1	-	20	38210505	38260772	6412	hg38_refGene	True
LOC149684_20_+_1	LOC149684		1	+	20	38260175	38288946	413	hg38_refGene	True
BPI_20_+_1	BPI	bactericidal/permeability-increasing protein	1	+	20	38304150	38337503	1845	hg38_refGene	False
LBP_20_+_1	LBP	lipopolysaccharide binding protein	1	+	20	38346411	38377011	1894	hg38_refGene	False
SNHG17_20_-_1	SNHG17	small nucleolar RNA host gene 17 (non-protein coding)	2	-	20	38420592	38435375	1304	hg38_refGene	True
SNORA71B_20_-_1	SNORA71B	small nucleolar RNA, H/ACA box 71B	1	-	20	38425195	38425330	136	hg38_refGene	True
SNORA71A_20_-_1	SNORA71A	small nucleolar RNA, H/ACA box 71A	1	-	20	38427306	38427443	138	hg38_refGene	True
SNORA71C_20_-_1	SNORA71C	small nucleolar RNA, H/ACA box 71C	1	-	20	38429667	38429804	138	hg38_refGene	True
SNORA71D_20_-_1	SNORA71D	small nucleolar RNA, H/ACA box 71D	1	-	20	38433862	38433999	138	hg38_refGene	True
SNHG11_20_+_1	SNHG11	small nucleolar RNA host gene 11 (non-protein coding)	1	+	20	38446654	38450921	1087	hg38_refGene	True
SNORA71E_20_+_1	SNORA71E		1	+	20	38448083	38448218	136	hg38_refGene	True
SNORA60_20_+_1	SNORA60	small nucleolar RNA, H/ACA box 60	1	+	20	38449369	38449504	136	hg38_refGene	True
RALGAPB_20_+_1	RALGAPB	Ral GTPase activating protein, beta subunit (non-catalytic)	3	+	20	38472806	38578861	8676	hg38_refGene	True
MIR548O2_20_+_1	MIR548O2	microRNA 548o-2	1	+	20	38516563	38516632	70	hg38_refGene	True
ADIG_20_+_1	ADIG	adipogenin	2	+	20	38581195	38588463	772	hg38_refGene	False
ARHGAP40_20_+_1	ARHGAP40	Rho GTPase activating protein 40	1	+	20	38601934	38650652	2838	hg38_refGene	False
SLC32A1_20_+_1	SLC32A1	solute carrier family 32 (GABA vesicular transporter), member 1	1	+	20	38724462	38729372	2574	hg38_refGene	False
ACTR5_20_+_1	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	1	+	20	38748454	38772446	2479	hg38_refGene	False
PPP1R16B_20_+_1	PPP1R16B	protein phosphatase 1, regulatory subunit 16B	2	+	20	38805705	38923024	6251	hg38_refGene	False
FAM83D_20_+_1	FAM83D	family with sequence similarity 83, member D	1	+	20	38926312	38953061	2430	hg38_refGene	False
DHX35_20_+_1	DHX35	DEAH (Asp-Glu-Ala-His) box polypeptide 35	3	+	20	38962338	39039723	3342	hg38_refGene	False
LOC339568_20_-_1	LOC339568		1	-	20	39213781	39224748	1514	hg38_refGene	False
LINC01370_20_+_1	LINC01370		2	+	20	40004461	40008529	838	hg38_refGene	False
MAFB_20_-_1	MAFB	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B	1	-	20	40685848	40689240	3393	hg38_refGene	False
TOP1_20_+_1	TOP1	topoisomerase (DNA) I	1	+	20	41028822	41124486	3733	hg38_refGene	True
PLCG1-AS1_20_-_1	PLCG1-AS1		1	-	20	41097994	41138000	1794	hg38_refGene	True
PLCG1_20_+_1	PLCG1	phospholipase C, gamma 1	2	+	20	41137521	41175717	5205	hg38_refGene	True
MIR6871_20_+_1	MIR6871	microRNA mir-6871	1	+	20	41169023	41169078	56	hg38_refGene	True
ZHX3_20_-_1	ZHX3	zinc fingers and homeoboxes 3	1	-	20	41178449	41300099	9991	hg38_refGene	False
LPIN3_20_+_1	LPIN3	lipin 3	2	+	20	41340853	41360585	4436	hg38_refGene	True
EMILIN3_20_-_1	EMILIN3	elastin microfibril interfacer 3	1	-	20	41359966	41366858	3827	hg38_refGene	True
CHD6_20_-_1	CHD6	chromodomain helicase DNA binding protein 6	1	-	20	41402103	41618494	10816	hg38_refGene	False
PTPRT_20_-_1	PTPRT	protein tyrosine phosphatase, receptor type, T	2	-	20	42072752	43189917	12694	hg38_refGene	True
LOC101927159_20_+_1	LOC101927159		1	+	20	42685483	42688562	1995	hg38_refGene	True
SRSF6_20_+_1	SRSF6	serine/arginine-rich splicing factor 6	2	+	20	43457864	43463604	4014	hg38_refGene	False
L3MBTL1_20_+_1	L3MBTL1	l(3)mbt-like 1 (Drosophila)	2	+	20	43507680	43541895	3565	hg38_refGene	False
SGK2_20_+_1	SGK2	serum/glucocorticoid regulated kinase 2	3	+	20	43558995	43585633	2457	hg38_refGene	False
IFT52_20_+_1	IFT52	intraflagellar transport 52 homolog (Chlamydomonas)	3	+	20	43590613	43647222	2001	hg38_refGene	False
MYBL2_20_+_1	MYBL2	v-myb avian myeloblastosis viral oncogene homolog-like 2	2	+	20	43667019	43716496	2777	hg38_refGene	False
GTSF1L_20_-_1	GTSF1L	gametocyte specific factor 1-like	2	-	20	43726161	43727002	842	hg38_refGene	False
TOX2_20_+_1	TOX2	TOX high mobility group box family member 2	4	+	20	43914852	44069614	2824	hg38_refGene	False
JPH2_20_-_1	JPH2	junctophilin 2	2	-	20	44111697	44187578	5941	hg38_refGene	False
OSER1_20_-_1	OSER1	oxidative stress responsive serine-rich 1	1	-	20	44195941	44210906	2242	hg38_refGene	False
OSER1-AS1_20_+_1	OSER1-AS1	OSER1 antisense RNA 1 (head to head)	3	+	20	44210960	44226027	1851	hg38_refGene	False
GDAP1L1_20_+_1	GDAP1L1	ganglioside induced differentiation associated protein 1-like 1	6	+	20	44247099	44280917	2959	hg38_refGene	False
FITM2_20_-_1	FITM2	fat storage-inducing transmembrane protein 2	1	-	20	44306557	44311249	958	hg38_refGene	False
R3HDML_20_+_1	R3HDML	R3H domain containing-like	1	+	20	44337158	44350792	762	hg38_refGene	False
HNF4A_20_+_1	HNF4A	hepatocyte nuclear factor 4, alpha	10	+	20	44355801	44432845	5470	hg38_refGene	True
HNF4A-AS1_20_-_1	HNF4A-AS1	HNF4A antisense RNA 1	1	-	20	44377743	44395706	648	hg38_refGene	True
MIR3646_20_+_1	MIR3646	microRNA 3646	1	+	20	44408120	44408203	84	hg38_refGene	True
LINC01430_20_-_1	LINC01430		1	-	20	44448777	44450557	430	hg38_refGene	False
C20orf62_20_-_1	C20orf62	chromosome 20 open reading frame 62	1	-	20	44461763	44465344	700	hg38_refGene	False
TTPAL_20_+_1	TTPAL	tocopherol (alpha) transfer protein-like	3	+	20	44475886	44494603	6236	hg38_refGene	False
SERINC3_20_-_1	SERINC3	serine incorporator 3	2	-	20	44496223	44522085	2725	hg38_refGene	False
PKIG_20_+_1	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	5	+	20	44531781	44619037	1758	hg38_refGene	False
ADA_20_-_1	ADA	adenosine deaminase	1	-	20	44619522	44651735	1532	hg38_refGene	False
LINC01260_20_-_1	LINC01260		1	-	20	44656451	44671739	1157	hg38_refGene	False
WISP2_20_+_1	WISP2	WNT1 inducible signaling pathway protein 2	1	+	20	44715244	44727811	1404	hg38_refGene	False
KCNK15_20_+_1	KCNK15	potassium channel, subfamily K, member 15	1	+	20	44745847	44752313	2532	hg38_refGene	True
RIMS4_20_-_1	RIMS4	regulating synaptic membrane exocytosis 4	2	-	20	44751804	44810338	5210	hg38_refGene	True
YWHAB_20_+_1	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta	2	+	20	44885599	44908532	3221	hg38_refGene	False
PABPC1L_20_+_1	PABPC1L	poly(A) binding protein, cytoplasmic 1-like	1	+	20	44910062	44939321	2129	hg38_refGene	False
TOMM34_20_-_1	TOMM34	translocase of outer mitochondrial membrane 34	1	-	20	44942130	44960473	2049	hg38_refGene	False
STK4-AS1_20_-_1	STK4-AS1	STK4 antisense RNA 1 (head to head)	1	-	20	44963799	44966458	2116	hg38_refGene	False
STK4_20_+_1	STK4	serine/threonine kinase 4	1	+	20	44966479	45079952	6330	hg38_refGene	False
KCNS1_20_-_1	KCNS1	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1	1	-	20	45092309	45101112	4539	hg38_refGene	False
WFDC5_20_-_1	WFDC5	WAP four-disulfide core domain 5	1	-	20	45109452	45115172	1018	hg38_refGene	False
WFDC12_20_-_1	WFDC12	WAP four-disulfide core domain 12	1	-	20	45123426	45124465	774	hg38_refGene	False
PI3_20_+_1	PI3	peptidase inhibitor 3, skin-derived	1	+	20	45174899	45176544	554	hg38_refGene	False
SEMG1_20_+_1	SEMG1	semenogelin I	1	+	20	45206997	45209773	1663	hg38_refGene	False
SEMG2_20_+_1	SEMG2	semenogelin II	1	+	20	45221369	45224458	1982	hg38_refGene	False
SLPI_20_-_1	SLPI	secretory leukocyte peptidase inhibitor	1	-	20	45252239	45254564	596	hg38_refGene	False
MATN4_20_-_1	MATN4	matrilin 4	3	-	20	45293446	45308529	2342	hg38_refGene	True
RBPJL_20_+_1	RBPJL	recombination signal binding protein for immunoglobulin kappa J region-like	3	+	20	45306843	45317824	2509	hg38_refGene	True
SDC4_20_-_1	SDC4	syndecan 4	1	-	20	45325289	45348424	2612	hg38_refGene	False
SYS1_20_+_1	SYS1	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)	3	+	20	45361937	45376802	5399	hg38_refGene	True
SYS1-DBNDD2_20_+_1	SYS1-DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate)	1	+	20	45363169	45410610	1344	hg38_refGene	True
TP53TG5_20_-_1	TP53TG5	TP53 target 5	1	-	20	45373880	45378317	981	hg38_refGene	True
DBNDD2_20_+_1	DBNDD2	dysbindin (dystrobrevin binding protein 1) domain containing 2	9	+	20	45405993	45410610	2273	hg38_refGene	True
PIGT_20_+_1	PIGT	phosphatidylinositol glycan anchor biosynthesis, class T	9	+	20	45416067	45426245	2277	hg38_refGene	True
MIR6812_20_+_1	MIR6812	microRNA mir-6812	1	+	20	45425510	45425573	64	hg38_refGene	True
WFDC2_20_+_1	WFDC2	WAP four-disulfide core domain 2	1	+	20	45469754	45481532	566	hg38_refGene	False
SPINT3_20_-_1	SPINT3	serine peptidase inhibitor, Kunitz type, 3	1	-	20	45512461	45515624	476	hg38_refGene	False
WFDC6_20_-_1	WFDC6	WAP four-disulfide core domain 6	1	-	20	45534197	45539495	619	hg38_refGene	True
EPPIN-WFDC6_20_-_1	EPPIN-WFDC6	EPPIN-WFDC6 readthrough	1	-	20	45536280	45547426	1862	hg38_refGene	True
EPPIN_20_-_1	EPPIN	epididymal peptidase inhibitor	2	-	20	45540626	45547426	2000	hg38_refGene	True
WFDC8_20_-_1	WFDC8	WAP four-disulfide core domain 8	2	-	20	45551152	45579326	1530	hg38_refGene	False
WFDC9_20_-_1	WFDC9	WAP four-disulfide core domain 9	1	-	20	45607939	45631268	659	hg38_refGene	True
WFDC10A_20_+_1	WFDC10A	WAP four-disulfide core domain 10A	1	+	20	45629746	45631192	482	hg38_refGene	True
WFDC11_20_-_1	WFDC11	WAP four-disulfide core domain 11	1	-	20	45648563	45670239	615	hg38_refGene	False
WFDC10B_20_-_1	WFDC10B	WAP four-disulfide core domain 10B	2	-	20	45684651	45705019	632	hg38_refGene	True
WFDC13_20_+_1	WFDC13	WAP four-disulfide core domain 13	1	+	20	45702016	45708817	1372	hg38_refGene	True
MIR3617_20_-_1	MIR3617	microRNA 3617	1	-	20	45705102	45705180	79	hg38_refGene	True
SPINT4_20_+_1	SPINT4	serine peptidase inhibitor, Kunitz type 4	1	+	20	45722349	45725696	380	hg38_refGene	False
WFDC3_20_-_1	WFDC3	WAP four-disulfide core domain 3	1	-	20	45774208	45791908	1000	hg38_refGene	False
DNTTIP1_20_+_1	DNTTIP1	deoxynucleotidyltransferase, terminal, interacting protein 1	1	+	20	45791937	45811427	1290	hg38_refGene	False
UBE2C_20_+_1	UBE2C	ubiquitin-conjugating enzyme E2C	8	+	20	45812576	45816957	1259	hg38_refGene	False
TNNC2_20_-_1	TNNC2	troponin C type 2 (fast)	1	-	20	45823216	45827314	681	hg38_refGene	False
SNX21_20_+_1	SNX21	sorting nexin family member 21	4	+	20	45833831	45843275	3184	hg38_refGene	True
ACOT8_20_-_1	ACOT8	acyl-CoA thioesterase 8	1	-	20	45841721	45857409	1171	hg38_refGene	True
ZSWIM3_20_+_1	ZSWIM3	zinc finger, SWIM-type containing 3	2	+	20	45857581	45879130	2972	hg38_refGene	False
ZSWIM1_20_+_1	ZSWIM1	zinc finger, SWIM-type containing 1	1	+	20	45881209	45885266	2787	hg38_refGene	False
SPATA25_20_-_1	SPATA25	spermatogenesis associated 25	1	-	20	45886491	45887599	719	hg38_refGene	False
NEURL2_20_-_1	NEURL2	neuralized E3 ubiquitin protein ligase 2	2	-	20	45888472	45891287	1454	hg38_refGene	True
CTSA_20_+_1	CTSA	cathepsin A	3	+	20	45890952	45898819	2286	hg38_refGene	True
PLTP_20_-_1	PLTP	phospholipid transfer protein	4	-	20	45898620	45912364	2224	hg38_refGene	True
PCIF1_20_+_1	PCIF1	PDX1 C-terminal inhibiting factor 1	1	+	20	45934678	45948023	2697	hg38_refGene	False
ZNF335_20_-_1	ZNF335	zinc finger protein 335	1	-	20	45948653	45972194	4452	hg38_refGene	False
MMP9_20_+_1	MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	1	+	20	46008908	46016561	2336	hg38_refGene	False
SLC12A5_20_+_1	SLC12A5	solute carrier family 12 (potassium/chloride transporter), member 5	2	+	20	46021690	46060150	6256	hg38_refGene	False
NCOA5_20_-_1	NCOA5	nuclear receptor coactivator 5	1	-	20	46060987	46089941	3207	hg38_refGene	False
CD40_20_+_1	CD40	CD40 molecule, TNF receptor superfamily member 5	4	+	20	46118254	46129745	1828	hg38_refGene	False
CDH22_20_-_1	CDH22	cadherin 22, type 2	1	-	20	46173733	46308498	3903	hg38_refGene	False
SLC35C2_20_-_1	SLC35C2	solute carrier family 35 (GDP-fucose transporter), member C2	7	-	20	46349528	46364458	2641	hg38_refGene	False
ELMO2_20_-_1	ELMO2	engulfment and cell motility 2	2	-	20	46366051	46406632	3682	hg38_refGene	False
ZNF663P_20_-_1	ZNF663P	zinc finger protein 663, pseudogene	1	-	20	46456493	46457643	1151	hg38_refGene	False
MKRN7P_20_-_1	MKRN7P	makorin ring finger protein 7, pseudogene	1	-	20	46463660	46465292	1633	hg38_refGene	False
ZNF334_20_-_1	ZNF334	zinc finger protein 334	3	-	20	46499630	46513559	4071	hg38_refGene	False
OCSTAMP_20_-_1	OCSTAMP	osteoclast stimulatory transmembrane protein	1	-	20	46541031	46550574	1958	hg38_refGene	False
SLC13A3_20_-_1	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	5	-	20	46557823	46684485	4235	hg38_refGene	True
TP53RK_20_-_1	TP53RK	TP53 regulating kinase	1	-	20	46684365	46689637	3373	hg38_refGene	True
SLC2A10_20_+_1	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10	1	+	20	46709640	46736346	4235	hg38_refGene	False
EYA2_20_+_1	EYA2	eyes absent homolog 2 (Drosophila)	2	+	20	46894624	47188844	2702	hg38_refGene	True
MIR3616_20_+_1	MIR3616	microRNA 3616	1	+	20	47166967	47167058	92	hg38_refGene	True
ZMYND8_20_-_1	ZMYND8	zinc finger, MYND-type containing 8	18	-	20	47209214	47356889	6404	hg38_refGene	True
LOC100131496_20_+_1	LOC100131496		1	+	20	47318502	47320754	2253	hg38_refGene	True
NCOA3_20_+_1	NCOA3	nuclear receptor coactivator 3	4	+	20	47501857	47656877	8026	hg38_refGene	False
SULF2_20_-_1	SULF2	sulfatase 2	3	-	20	47657406	47786616	4451	hg38_refGene	False
LINC01522_20_-_1	LINC01522		1	-	20	47980093	47990117	925	hg38_refGene	True
LINC01523_20_+_1	LINC01523		1	+	20	47983226	47984313	628	hg38_refGene	True
LINC00494_20_+_1	LINC00494	long intergenic non-protein coding RNA 494	1	+	20	48359911	48370638	3592	hg38_refGene	False
PREX1_20_-_1	PREX1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	1	-	20	48624255	48827883	6633	hg38_refGene	False
ARFGEF2_20_+_1	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	1	+	20	48921738	49036693	9004	hg38_refGene	False
CSE1L-AS1_20_-_1	CSE1L-AS1		2	-	20	49040463	49046056	568	hg38_refGene	False
CSE1L_20_+_1	CSE1L	CSE1 chromosome segregation 1-like (yeast)	3	+	20	49046246	49096960	3627	hg38_refGene	False
STAU1_20_-_1	STAU1	staufen double-stranded RNA binding protein 1	5	-	20	49113339	49188367	3825	hg38_refGene	False
DDX27_20_+_1	DDX27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	1	+	20	49219295	49244077	2695	hg38_refGene	False
ZNFX1_20_-_1	ZNFX1	zinc finger, NFX1-type containing 1	1	-	20	49245901	49278219	7370	hg38_refGene	True
ZFAS1_20_+_1	ZFAS1	ZNFX1 antisense RNA 1	5	+	20	49278178	49289258	1028	hg38_refGene	True
SNORD12C_20_+_1	SNORD12C	small nucleolar RNA, C/D box 12C	1	+	20	49278945	49279023	79	hg38_refGene	True
SNORD12B_20_+_1	SNORD12B	small nucleolar RNA, C/D box 12B	1	+	20	49280313	49280415	103	hg38_refGene	True
SNORD12_20_+_1	SNORD12	small nucleolar RNA, C/D box 12	1	+	20	49280683	49280772	90	hg38_refGene	True
KCNB1_20_-_1	KCNB1	potassium voltage-gated channel, Shab-related subfamily, member 1	1	-	20	49371968	49482644	3756	hg38_refGene	False
PTGIS_20_-_1	PTGIS	prostaglandin I2 (prostacyclin) synthase	1	-	20	49503874	49568170	5603	hg38_refGene	False
B4GALT5_20_-_1	B4GALT5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5	1	-	20	49632946	49713884	4727	hg38_refGene	False
SLC9A8_20_+_1	SLC9A8	solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8	6	+	20	49812713	49892242	6321	hg38_refGene	False
SPATA2_20_-_1	SPATA2	spermatogenesis associated 2	2	-	20	49903391	49915543	4305	hg38_refGene	False
RNF114_20_+_1	RNF114	ring finger protein 114	1	+	20	49936377	49953885	2467	hg38_refGene	False
SNAI1_20_+_1	SNAI1	snail family zinc finger 1	1	+	20	49982976	49988883	1706	hg38_refGene	False
TRERNA1_20_-_1	TRERNA1	translation regulatory long non-coding RNA 1	1	-	20	50040707	50041629	596	hg38_refGene	False
UBE2V1_20_-_1	UBE2V1	ubiquitin-conjugating enzyme E2 variant 1	19	-	20	50081124	50115959	4304	hg38_refGene	True
TMEM189-UBE2V1_20_-_1	TMEM189-UBE2V1	TMEM189-UBE2V1 readthrough	1	-	20	50081124	50153798	2918	hg38_refGene	True
TMEM189_20_-_1	TMEM189	transmembrane protein 189	3	-	20	50123737	50153798	2399	hg38_refGene	True
LINC01273_20_+_1	LINC01273		1	+	20	50172570	50176671	705	hg38_refGene	False
CEBPB-AS1_20_-_1	CEBPB-AS1		1	-	20	50184603	50192069	2973	hg38_refGene	True
CEBPB_20_+_1	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	3	+	20	50190583	50192691	2109	hg38_refGene	True
LINC01272_20_+_1	LINC01272		1	+	20	50267486	50279795	2010	hg38_refGene	False
LINC01270_20_+_1	LINC01270		1	+	20	50292720	50314919	2278	hg38_refGene	True
LINC01271_20_-_1	LINC01271		1	-	20	50310711	50321342	2250	hg38_refGene	True
PTPN1_20_+_1	PTPN1	protein tyrosine phosphatase, non-receptor type 1	2	+	20	50510321	50584762	3562	hg38_refGene	False
MIR645_20_+_1	MIR645	microRNA 645	1	+	20	50585786	50585879	94	hg38_refGene	False
FAM65C_20_-_1	FAM65C	family with sequence similarity 65, member C	3	-	20	50586110	50691530	4900	hg38_refGene	True
MIR1302-5_20_-_1	MIR1302-5	microRNA 1302-5	1	-	20	50614636	50614785	150	hg38_refGene	True
LOC100506175_20_+_1	LOC100506175		1	+	20	50645471	50660291	638	hg38_refGene	True
PARD6B_20_+_1	PARD6B	par-6 family cell polarity regulator beta	1	+	20	50731544	50753741	4615	hg38_refGene	False
BCAS4_20_+_1	BCAS4	breast carcinoma amplified sequence 4	3	+	20	50794894	50877177	1378	hg38_refGene	False
ADNP_20_-_1	ADNP	activity-dependent neuroprotector homeobox	4	-	20	50888918	50930990	6517	hg38_refGene	True
ADNP-AS1_20_+_1	ADNP-AS1		3	+	20	50930984	50945134	1031	hg38_refGene	True
DPM1_20_-_1	DPM1	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit	1	-	20	50934868	50958523	1047	hg38_refGene	True
MOCS3_20_+_1	MOCS3	molybdenum cofactor synthesis 3	1	+	20	50958814	50961862	3049	hg38_refGene	False
KCNG1_20_-_1	KCNG1	potassium voltage-gated channel, subfamily G, member 1	1	-	20	51003656	51023138	2220	hg38_refGene	False
NFATC2_20_-_1	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	8	-	20	51386957	51562831	7797	hg38_refGene	True
